,title,date,count_no_deps,no_deps,url,0 Зарегистрировались,0 перерыв,1 Зарегистрировались,1 перерыв,2 Зарегистрировались,2 перерыв,3 Зарегистрировались,4 Зарегистрировались,5 Зарегистрировались,6 Зарегистрировались
10,протокол № 58 от 06.05.2020 г.,06.05.2020,1,Эгембердиев М.Б. (право голосования передано депутату Джураеву С.М. в письменной форме).,http://kenesh.kg/ru/article/show/6894/protokol-58-ot-06-05-2020-g,110,,,,,,,,,
11,протокол № 57 от 30.04.2020 г.,30.04.2020,1,Эгембердиев М.Б. (право голосования передано депутату Омуркулову И.Ш. в письменной форме).,http://kenesh.kg/ru/article/show/6796/protokol-57-ot-30-04-2020-g,113,15 минут,120,15 минут,110,,112,,,
12,протокол № 56 от 15.04.2020 г.,15.04.2020,5,"Алимбеков Н.К. (право голосования передано депутату Эргешову А.М. в письменной форме), Джураев С.М. (право голосования передано депутату Зулпукарову Т.З. в письменной форме), Маннанов И.А. (право голосования передано депутату Бакирову О.М. в письменной форме), Сулейманов Б.И. (право голосования передано депутату Нышанову С.К. в письменной форме), Эгембердиев М.Б. (право голосования передано депутату Строковой Е.Г. в письменной форме).",http://kenesh.kg/ru/article/show/6795/protokol-56-ot-15-04-2020-g,108,1 час,112,,115,,,,,
13,протокол № 55 от 01.04.2020 г.,01.04.2020,3,"Артыкбаев О.М., Арапбаев А.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Сулейманов Б.И. (право голосования передано депутату Нышанову С.К. в письменной форме).",http://kenesh.kg/ru/article/show/6793/protokol-55-ot-01-04-2020-g,116,1 час,112,20 минут,109,,110,108,109,109
14,протокол № 54 от 24.03.2020 г.,24.03.2020,14,"Артыкбаев О.М., Арапбаев А.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Жунус уулу Адыл (право голосования передано депутату Турускулову Ж.К. в письменной форме), Жээнбеков А.Ш. (право голосования передано депутату Зулпукарову Т.З. в письменной форме), Исаев К.К. (право голосования передано депутату Алыбаеву О.А. в письменной форме), Каримов Н.Т. (право голосования передано депутату Джураеву С.М. в письменной форме), Маннанов И.А. (право голосования передано депутату Джураеву С.М. в письменной форме), Матраимов И.И. (право голосования передано депутату Зулпукарову Т.З. в письменной форме), Пирматов И.А. (право голосования передано депутату Сулайманову А.Т. в письменной форме), Рыспаев К.Дж. (право голосования передано депутату Примову У.Б. в письменной форме), Торокулов Д.Г. (право голосования передано депутату Турусбекову Б.С. в письменной форме), Турсунбеков Ч.А. (право голосования передано депутату Нурбаеву А.М. в письменной форме), Турускулов Ж.К. (право голосования передано депутату Тиллаеву Т.Г. в письменной форме), Эгембердиев М.Б. (право голосования передано депутату Омуркулову И.Ш. в письменной форме).",http://kenesh.kg/ru/article/show/6791/protokol-54-ot-24-03-2020-g,97,,,,,,,,,
15,протокол № 53 от 19.03.2020 г.,19.03.2020,1,Артыкбаев О.М.,http://kenesh.kg/ru/article/show/6792/protokol-53-ot-19-03-2020-g,85,1 час,96,,96,,,,,
16,протокол № 52 от 18.03.2020 г.,18.03.2020,1,Артыкбаев О.М.,http://kenesh.kg/ru/article/show/6790/protokol-52-ot-18-03-2020-g,102,15 минут,86,1 час,91,,104,,,
17,протокол № 51 от 12.03.2020 г.,12.03.2020,3,"Артыкбаев О.М., Дюшалиев А.К., Касымалиева А.К.",http://kenesh.kg/ru/article/show/6789/protokol-51-ot-12-03-2020-g,85,15 минут,96,,108,,,,,
18,протокол № 50 от 11.03.2020 г.,11.03.2020,3,"Артыкбаев О.М., Дюшалиев А.К., Касымалиева А.К.",http://kenesh.kg/ru/article/show/6788/protokol-50-ot-11-03-2020-g,91,15 минут,98,1 час,64,,112,,,
19,протокол № 49 от 05.03.2020 г.,05.03.2020,6,"Артыкбаев О.М., Гайпкулов И.Т., Жунус уулу Адыл (право голосования передано депутату Турускулову Ж.К. в письменной форме), Казакбаев Р.А., Матраимов И.И. (право голосования передано депутату Зулпукарову Т.З. в письменной форме), Сабиров М.Э.",http://kenesh.kg/ru/article/show/6787/protokol-49-ot-05-03-2020-g,101,15 минут,104,1 час,101,,108,,,
20,протокол № 48 от 04.03.2020 г.,04.03.2020,6,"Аманкулов М.А. (право голосования передано депутату Бекешеву Д.Д. в письменной форме), Артыкбаев О.М., Гайпкулов И.Т., Казакбаев Р.А., Матраимов И.И. (право голосования передано депутату Зулпукарову Т.З. в письменной форме), Сабиров М.Э.",http://kenesh.kg/ru/article/show/6786/protokol-48-ot-04-03-2020-g,91,15 минут,64,1 час,113,,111,,,
21,протокол № 47 от 27.02.2020 г.,27.02.2020,12,"Абдылдаев М.Ю., Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Артыкбаев О.М., Артыков А., Бакиров М.И., Джураев С.М., Исаев К.К., Мамытов Т.Т., Самат Г.-К., Строкова Е.Г., Турусбеков Б.С., Шайназаров Т.У.",http://kenesh.kg/ru/article/show/6709/protokol-47-ot-27-02-2020-g,87,15 минут,104,1 час,66,15 минут,67,,,
22,протокол № 46 от 26.02.2020 г.,26.02.2020,1,Артыкбаев О.М.,http://kenesh.kg/ru/article/show/6708/protokol-46-ot-26-02-2020-g,93,15 минут,97,1 час,90,,111,,,
23,протокол № 45 от 20.02.2020 г.,20.02.2020,11,"Алтынбеков А., Артыкбаев О.М., Бакиров М.И., Бакиров О.М., Джумабеков Д.А., Жапаров А.У. (право голосования передано депутату Сулайманову А.Т. в письменной форме), Иманалиев К.К., Исаев К.К., Маматов А., Омуркулов И.Ш., Торобаев Б.Э.",http://kenesh.kg/ru/article/show/6707/protokol-45-ot-20-02-2020-g,113,15 минут,109,1 час,71,,109,,,
24,протокол № 44 от 19.02.2020 г.,19.02.2020,13,"Алтынбеков А., Артыкбаев О.М., Бакиров М.И., Бакиров О.М., Джумабеков Д.А., Жапаров А.У. (право голосования передано депутату Сулайманову А.Т. в письменной форме), Жээнбеков А.Ш. (право голосования передано депутату Зулпукарову Т.З. в письменной форме), Иманалиев К.К., Исаев К.К., Маматов А., Омуркулов И.Ш., Орозова К.Б. (право голосования передано депутату Карашеву А.А. в письменной форме), Торобаев Б.Э.",http://kenesh.kg/ru/article/show/6706/protokol-44-ot-19-02-2020-g,93,15 минут,98,,111,,,,,
25,протокол № 43 от 13.02.2020 г.,13.02.2020,2,"Артыкбаев О.М., Жапаров А.У. (право голосования передано депутату Сулайманову А.Т. в письменной форме).",http://kenesh.kg/ru/article/show/6705/protokol-43-ot-13-02-2020-g,83,15 минут,114,1 час,90,,107,,,
26,протокол № 42 от 12.02.2020 г.,12.02.2020,3,"Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Артыкбаев О.М., Жапаров А.У. (право голосования передано депутату Сулайманову А.Т. в письменной форме).",http://kenesh.kg/ru/article/show/6704/protokol-42-ot-12-02-2020-g,87,1 час,65,не указано время,62,15 минут,113,101,,
27,протокол № 41 от 06.02.2020 г.,06.02.2020,3,"Артыкбаев О.М., Айдаров С.А., Касымалиева А.К.",http://kenesh.kg/ru/article/show/6703/protokol-41-ot-06-02-2020-g,88,15 минут,111,1 час,86,,116,,,
28,протокол № 40 от 05.02.2020 г.,05.02.2020,3,"Артыкбаев О.М., Айдаров С.А., Касымалиева А.К.",http://kenesh.kg/ru/article/show/6702/protokol-40-ot-05-02-2020-g,67,15 минут,66,1 час,66,,106,,,
29,протокол № 39 от 30.01.2020 г.,30.01.2020,4,"Артыкбаев О.М., Бекешев Д.Д., Маматов А.М., Нышанов С.К.",http://kenesh.kg/ru/article/show/6510/protokol-39-ot-30-01-2020-g,95,15 минут,97,,,,,,,
30,протокол № 38 от 29.01.2020 г.,29.01.2020,4,"Артыкбаев О.М., Бекешев Д.Д., Маматов А.М., Нышанов С.К.",http://kenesh.kg/ru/article/show/6509/protokol-38-ot-29-01-2020-g,96,15 минут,75,,102,,,,,
31,протокол № 36 от 22.01.2020 г.,22.01.2020,1,Артыкбаев О.М.,http://kenesh.kg/ru/article/show/6507/protokol-36-ot-22-01-2020-g,103,15 минут,109,,106,,,,,
32,протокол № 37 от 23.01.2020 г.,23.01.2020,1,Артыкбаев О.М.,http://kenesh.kg/ru/article/show/6508/protokol-37-ot-23-01-2020-g,87,15 минут,105,1 час,81,,111,,,
33,протокол № 35 от 16.01.2020 г.,16.01.2020,3,"Артыкбаев О.М., Иманалиев К.К. (право голосования передано депутату Сыдыгалиеву Н.О. в письменной форме), Шер-Нияз С. (право голосования передано депутату Сыдыгалиеву Н.О. в письменной форме).",http://kenesh.kg/ru/article/show/6506/protokol-35-ot-16-01-2020-g,82,15 минут,104,,108,,,,,
34,протокол № 34 от 15.01.2020 г.,15.01.2020,3,"Артыкбаев О.М., Иманалиев К.К. (право голосования передано депутату Сыдыгалиеву Н.О. в письменной форме), Шер-Нияз С. (право голосования передано депутату Сыдыгалиеву Н.О. в письменной форме).",http://kenesh.kg/ru/article/show/6505/protokol-34-ot-15-01-2020-g,83,15 минут,69,,,,,,,
35,протокол № 33 от 26.12.2019 г.,26.12.2019,1,Артыкбаев О.М.,http://kenesh.kg/ru/article/show/6333/protokol-33-ot-26-12-2019-g,84,15 минут,90,,111,,,,,
36,протокол № 32 от 25.12.2019 г.,25.12.2019,1,Артыкбаев О.М.,http://kenesh.kg/ru/article/show/6332/protokol-32-ot-25-12-2019-g,100,,,,,,,,,
37,протокол № 31 от 19.12.2019 г.,19.12.2019,12,"Артыкбаев О.М., Айдаров С.А., Джумабеков Д.А., Исаев К.К., Маннанов И.А., Орозова К.Б. (право голосования передано депутату Карашеву А.А. в письменной форме), Осмонова А.Ш. (право голосования передано депутату Жээнбекову А.Ш. в письменной форме), Тагаев Э.С., Тиллаев Т.Г., Чойбеков Р.Н., Шайназаров Т.У., Шер-Нияз С.",http://kenesh.kg/ru/article/show/6331/protokol-31-ot-19-12-2019-g,88,15 минут,91,1 час,64,,100,,,
38,протокол № 30 от 18.12.2019 г.,18.12.2019,11,"Артыкбаев О.М., Айдаров С.А., Джумабеков Д.А., Исаев К.К., Маннанов И.А., Орозова К.Б. (право голосования передано депутату Карашеву А.А. в письменной форме), Тагаев Э.С., Тиллаев Т.Г., Чойбеков Р.Н., Шайназаров Т.У., Шер-Нияз С.",http://kenesh.kg/ru/article/show/6330/protokol-30-ot-18-12-2019-g,74,15 минут,86,,,,,,,
39,протокол № 29 от 12.12.2019 г.,12.12.2019,11,"Артыкбаев О.М., Абжалиев А.Т., Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Жапаров А.У. (право голосования передано депутату Сулайманову А.Т. в письменной форме), Керезбеков К.К., Орозова К.Б. (право голосования передано депутату Карашеву А.А. в письменной форме), Осмонова А.Ш. (право голосования передано депутату Жээнбекову А.Ш. в письменной форме), Сурабалдиева Э.Ж. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Тиллаев Т.Г., Турускулов Ж.К., Тулендыбаев П.Р. (право голосования передано депутату Байбакпаеву Э.Дж. в письменной форме).",http://kenesh.kg/ru/article/show/6329/protokol-29-ot-12-12-2019-g,90,15 минут,102,1 час,109,15 минут,89,,,
40,протокол № 28 от 11.12.2019 г.,11.12.2019,11,"Артыкбаев О.М., Абжалиев А.Т., Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Жапаров А.У. (право голосования передано депутату Сулайманову А.Т. в письменной форме), Керезбеков К.К.,  Орозова К.Б. (право голосования передано депутату Карашеву А.А. в письменной форме), Осмонова А.Ш. (право голосования передано депутату Жээнбекову А.Ш. в письменной форме), Сурабалдиева Э.Ж. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Тиллаев Т.Г., Турускулов Ж.К., Тулендыбаев П.Р. (право голосования передано депутату Байбакпаеву Э.Дж. в письменной форме).",http://kenesh.kg/ru/article/show/6328/protokol-28-ot-11-12-2019-g,95,15 минут,63,1 час,69,,113,,,
41,протокол № 27 от 05.12.2019 г.,05.12.2019,14,"Артыкбаев О.М., Акаев Ж.К. (право голосования передано депутату Примову У.Б. в письменной форме), Нурбаев А.М., Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме),  Арапбаев А.А., Иманалиев К.К., Маматалиев М.А., Нурматов К.С., Никитенко Н.В. (право голосования передано депутату Шыкмаматову А.Н. в письменной форме), Сыдыков Б.У., Тагаев Э.С., Турусбеков Б.С., Тулендыбаев П.Р. (право голосования передано депутату Байбакпаеву Э.Дж. в письменной форме), Шайназаров Т.У.",http://kenesh.kg/ru/article/show/6327/protokol-27-ot-05-12-2019-g,100,15 минут,97,1 час,75,15 минут,106,86,,
42,протокол № 26 от 04.12.2019 г.,04.12.2019,4,"Артыкбаев О.М., Акаев Ж.К. (право голосования передано депутату Примову У.Б. в письменной форме), Нурбаев А.М., Тулендыбаев П.Р. (право голосования передано депутату Байбакпаеву Э.Ж. в письменной форме).",http://kenesh.kg/ru/article/show/6326/protokol-26-ot-04-12-2019-g,92,15 минут,75,,,,,,,
43,протокол № 25 от 28.11.2019 г.,28.11.2019,6,"Артыкбаев О.М., Аттокуров Д.Б., Баатырбеков А.Б. (право голосования передано депутату Токторову А.С. в письменной форме), Баймуратов К.Ш. (право голосования передано депутату Турускулову Ж.К. в письменной форме), Касымалиева А.К., Чойбеков Р.Н.",http://kenesh.kg/ru/article/show/6186/protokol-25-ot-28-11-2019-g,96,15 минут,75,1 час,64,15 минут,74,104,,
44,протокол № 24 от 27.11.2019 г.,27.11.2019,7,"Артыкбаев О.М., Аттокуров Д.Б., Баатырбеков А.Б. (право голосования передано депутату Токторову А.С. в письменной форме), Баймуратов К.Ш. (право голосования передано депутату Турускулову Ж.К. в письменной форме), Касымалиева А.К., Туманбаева Р.М. (право голосования передано депутату Мавляновой М.Э. в письменной форме), Чойбеков Р.Н.",http://kenesh.kg/ru/article/show/6185/protokol-24-ot-27-11-2019-g,91,15 минут,67,1 час,61,,106,,,
45,протокол № 23 от 21.11.2019 г.,21.11.2019,6,"Артыкбаев О.М., Жумалиев К.М., Касымалиева А.К., Строкова Е.Г. (право голосования передано депутату Карашеву А.А. в письменной форме)., Сабиров М.Э., Турусбеков Б.С.",http://kenesh.kg/ru/article/show/6184/protokol-23-ot-21-11-2019-g,96,15 минут,65,1 час,72,15 минут,66,,,
46,протокол № 22 от 20.11.2019 г.,20.11.2019,6,"Артыкбаев О.М., Баймуратов К.Ш. (право голосования передано депутату Турускулову Ж.К. в письменной форме), Бекешев Д.Д. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Баатырбеков А.Б., Омуркулов И.Ш., Толонов Д.Э.",http://kenesh.kg/ru/article/show/6183/protokol-22-ot-20-11-2019-g,87,15 минут,67,,110,,,,,
47,протокол № 21 от 14.11.2019 г.,14.11.2019,8,"Айдаров С.А., Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Артыкбаев О.М., Касымалиева А.К., Масалиев И.А., Толонов Д.Э., Тулендыбаев П.Р. (право голосования передано депутату Байбакпаеву Э.Дж. в письменной форме), Шер-Нияз С. (право голосования передано депутату Токтошеву Э.Т. в письменной форме).",http://kenesh.kg/ru/article/show/6182/protokol-21-ot-14-11-2019-g,90,15 минут,112,1 час,70,,109,,,
48,протокол № 20 от 13.11.2019 г.,13.11.2019,5,"Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш. в письменной форме), Артыкбаев О.М., Касымалиева А.К., Масалиев И.А., Шер-Нияз С. (право голосования передано депутату Токтошеву Э.Т. в письменной форме).",http://kenesh.kg/ru/article/show/6181/protokol-20-ot-13-11-2019-g,108,15 минут,114,1 час,78,15 минут,113,107,,
49,протокол № 19 от 31.10.2019 г.,31.10.2019,4,"Акаев Ж.К. (право голосования передано депутату Примову У.Б. в письменной форме),  Артыкбаев О.М., Баймуратов К.Ш. (право голосования передано депутату Турускулову Ж.К. в письменной форме), Орозова К.Б. (право голосования передано депутату Карашеву А.А. в письменной форме), Тулендыбаев П.Р. (право голосования передано депутату Байбакпаеву Э.Дж. в письменной форме).",http://kenesh.kg/ru/article/show/6063/protokol-19-ot-31-10-2019-g,107,15 минут,63,1 час,64,,112,,,
50,протокол № 18 от 30.10.2019 г.,30.10.2019,6,"Акаев Ж.К. (право голосования передано депутату Примову У.Б. в письменной форме),   Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш.  в письменной форме), Артыкбаев О.М., Баймуратов К.Ш. (право голосования передано депутату Турускулову Ж.К. в письменной форме), Орозова К.Б. (право голосования передано депутату Карашеву А.А. в письменной форме), Тулендыбаев П.Р. (право голосования передано депутату Байбакпаеву Э.Дж. в письменной форме).",http://kenesh.kg/ru/article/show/6062/protokol-18-ot-30-10-2019-g,83,15 минут,93,1 час,63,15 минут,68,,,
51,протокол № 17 от 24.10.2019 г.,24.10.2019,4,"Артыкбаев О.М., Бекешев Д.Д. (право голосования передано депутату Аманкулову М.А. в письменной форме), Орозова К.Б. (право голосования передано депутату Карашеву А.А. в письменной форме), Сурабалдиева Э.Ж. (право голосования передано депутату Омуркулову И.Ш. в письменной форме).",http://kenesh.kg/ru/article/show/6061/protokol-17-ot-24-10-2019-g,103,15 минут,103,1 час,73,15 минут,100,109,,
52,протокол № 16 от 23.10.2019 г.,23.10.2019,7,"Артыкбаев О.М., Аманкулов М.А. (право голосования передано депутату Омуркулову И.Ш.  в письменной форме), Бекешев Д.Д. (право голосования передано депутату Аманкулову М.А. в письменной форме), Исмаилова А.Ж., Мамытов Т.Т., Орозова К.Б. (право голосования передано депутату Карашеву А.А. в письменной форме), Сурабалдиева Э.Ж. (право голосования передано депутату Омуркулову И.Ш. в письменной форме).",http://kenesh.kg/ru/article/show/6060/protokol-16-ot-23-10-2019-g,95,15 минут,71,1 час,80,,109,,,
53,протокол № 15 от 17.10.2019 г.,17.10.2019,27,"Асылбаева Г.К., Артыкбаев О.М., Баймуратов К.Ш. (право голосования передано депутату Турускулову Ж.К. в письменной форме), Баатырбеков А.Б., Бакиров О.М., Бакчиев Дж.А., Бекешев Д.Д., Джумабеков Д.А., Жамалдинов З.И., Исаев Ж.Б., Исаев К.К., Исаева Д.Ш., Казакбаев Р.А., Кыдыралиев У.Т., Маматалиев М.А., Примов У.Б., Субанбеков Б.Ж., Сулейманов Б.И., Сыдыгалиев Б.К., Сыдыков Б.У., Толонов Д.Э., Турусбеков Б.С., Турускулов Ж.К., Чойбеков Р.Н., Шайназаров Т.У., Шарапов З.Э., Шыкмаматов А.Н.",http://kenesh.kg/ru/article/show/6059/protokol-15-ot-17-10-2019-g,69,15 минут,65,,91,,,,,
54,протокол № 14 от 16.10.2019 г.,16.10.2019,12,"Асылбаева Г.К., Артыкбаев О.М., Баймуратов К.Ш. (право голосования передано депутату Турускулову Ж.К. в письменной форме), Бакиров О.М., Джумабеков Д.А., Жамалдинов З.И., Исаев Ж.Б., Исаева Д.Ш., Субанбеков Б.Ж., Толонов Д.Э., Шарапов З.Э., Шыкмаматов А.Н.",http://kenesh.kg/ru/article/show/6057/protokol-14-ot-16-10-2019-g,68,15 минут,85,,,,,,,
55,протокол № 13 от 10.10.2019 г.,10.10.2019,6,"Артыкбаев О.М., Алыбаев О.А., Байбакпаев Э.Дж. (право голосования передано депутату Тулендыбаеву П.Р. в письменной форме), Казакбаев Р.А., Кодуранова А.С., Сабиров М.Э.",http://kenesh.kg/ru/article/show/6050/protokol-13-ot-10-10-2019-g,94,15 минут,90,1 час,65,,100,,,
56,протокол № 12 от 09.10.2019 г.,09.10.2019,3,"Артыкбаев О.М., Сабиров М.Э., Байбакпаев Э.Дж. (право голосования передано депутату Тулендыбаеву П.Р. в письменной форме).",http://kenesh.kg/ru/article/show/6049/protokol-12-ot-09-10-2019-g,102,15 минут,104,,,,,,,
57,протокол № 11 от 03.10.2019 г.,03.10.2019,12,"Артыкбаев О.М., Масабиров Т.А., Абжалиев А.Т., Аттокуров Д.Б., Иманалиев К.К., Келдибаев С.А., Кулбараков А.И., Масалиев И.А. (право голосования передано депутату Жамалдинову З.И. в письменной форме), Никитенко Н.В. (право голосования передано депутату Шыкмаматову А.Н. в письменной форме), Омуркулов И.Ш., Торобаев Б.Э., Юсуров А.Л.",http://kenesh.kg/ru/article/show/6048/protokol-11-ot-03-10-2019-g,92,15 минут,86,1 час,70,,107,,,
58,протокол № 10 от 02.10.2019 г.,02.10.2019,8,"Артыкбаев О.М., Масабиров Т.А., Абжалиев А.Т., Аттокуров Д.Б., Келдибаев С.А., Кулбараков А.И., Никитенко Н.В. (право голосования передано депутату Шыкмаматову А.Н. в письменной форме), Юсуров А.Л.",http://kenesh.kg/ru/article/show/6047/protokol-10-ot-02-10-2019-g,75,15 минут,86,1 час,91,,,,,
59,протокол № 9 от 26.09.2019 г.,26.09.2019,4,"Артыкбаев О.М., Жапаров А.У. (право голосования передано депутату Торокулову Д.Г. в письменной форме), Керезбеков К.К., Тиллаев Т.Г.",http://kenesh.kg/ru/article/show/6046/protokol-9-ot-26-09-2019-g,89,15 минут,64,1 час,61,15 минут,67,95,,
60,протокол № 8 от 25.09.2019 г.,25.09.2019,9,"Артыкбаев О.М., Джумабеков Д.А., Жапаров А.У. (право голосования передано депутату Торокулову Д.Г. в письменной форме), Жутанов А.Т., Каримов Н.Т., Керезбеков К.К., Мавлянова М.Э., Самаев У.О., Тиллаев Т.Г.",http://kenesh.kg/ru/article/show/6045/protokol-8-ot-25-09-2019-g,92,15 минут,112,1 час,97,,108,,,
61,протокол № 7 от 19.09.2019 г.,19.09.2019,4,"Артыкбаев О.М., Баймуратов К.Ш. (право голосования передано депутату Турускулову Ж.К. в письменной форме), Сурабалдиева Э.Ж. (право голосования передано депутату Строковой Е.Г. в письменной форме), Тулендыбаев П.Р. (право голосования передано депутату Байбакпаеву Э.Дж. в письменной форме).",http://kenesh.kg/ru/article/show/5914/protokol-7-ot-19-09-2019-g,104,,105,,,,,,,
62,протокол № 6 от 18.09.2019 г.,18.09.2019,3,"Артыкбаев О.М., Сурабалдиева Э.Ж. (право голосования передано депутату Строковой Е.Г. в письменной форме), Тулендыбаев П.Р. (право голосования передано депутату Байбакпаеву Э.Дж. в письменной форме).",http://kenesh.kg/ru/article/show/5913/protokol-6-ot-18-09-2019-g,102,15 минут,102,1 час,95,,,,,
63,протокол № 5 от 12.09.2019 г.,12.09.2019,1,Артыкбаев О.М.,http://kenesh.kg/ru/article/show/5912/protokol-5-ot-12-09-2019-g,114,15 минут,97,1 час,95,,115,,,
64,протокол № 4 от 11.09.2019 г.,11.09.2019,1,Артыкбаев О.М.,http://kenesh.kg/ru/article/show/5911/protokol-4-ot-11-09-2019-g,66,15 минут,70,1 час,97,,117,,,
65,протокол № 3 от 05.09.2019 г.,05.09.2019,5,"Артыкбаев О.М., Карамушкина И.Ю., Кодуранова А.С., Никитенко Н.В. (право голосования передано депутату Шыкмаматову А.Н. в письменной форме), Тулендыбаев П.Р. (право голосования передано депутату Байбакпаеву Э.Дж. в письменной форме).",http://kenesh.kg/ru/article/show/5910/protokol-3-ot-05-09-2019-g,94,15 минут,107,,,,,,,
66,протокол № 2 от 04.09.2019 г.,04.09.2019,5,"Артыкбаев О.М., Карамушкина И.Ю., Кодуранова А.С., Никитенко Н.В. (право голосования передано депутату Шыкмаматову А.Н.  в письменной форме), Тулендыбаев П.Р. (право голосования передано депутату Байбакпаеву Э.Дж. в письменной форме).",http://kenesh.kg/ru/article/show/5908/protokol-2-ot-04-09-2019-g,99,,,,,,,,,
67,протокол № 1 от 02.09.2019 г.,02.09.2019,1,Артыкбаев О.М.,http://kenesh.kg/ru/article/show/5906/protokol-1-ot-02-09-2019-g,90,,,,,,,,,
68,протокол № 1 (внеоч) от 08.08.2019 г.,08.08.2019,2,"Артыкбаев О.М., Джураев С.М. (право голосования передано депутату Зулпукарову Т.З. в письменной форме).",http://kenesh.kg/ru/article/show/5905/protokol-1-vneoch-ot-08-08-2019-g,61,15 минут,63,,,,,,,
69,протокол № 72 от 27.06.2019 г.,27.06.2019,16,"Артыкбаев О.М., Бекешев Д.Д., Жамалдинов З.И. (право голосования по вопросу избрания заместителя председателя Комитета Жогорку Кенеша Кыргызской Республики по правопорядку, борьбе с преступностью и противодействию коррупции передано депутату Шайназарову Т.У. в письменной форме), Жутанов А.Т. (право голосования передано депутату Икрамову Т.И. в письменной форме), Келдибаев С.А. (право голосования передано депутату Жоробекову Т.У. в письменной форме), Масалиев И.А. (право голосования передано депутату Торобаеву Б.Э. в письменной форме), Мусаев Н.И. (право голосования передано депутату Исаеву К.К. в письменной форме), Пирматов И.А. (право голосования передано депутату Сулайманову А.Т. в письменной форме), Султанов А.М. (право голосования передано депутату Асылбаевой Г.К. в письменной форме), Тиллаев Т.Г. (право голосования по вопросу избрания заместителя председателя Комитета Жогорку Кенеша Кыргызской Республики по правопорядку, борьбе с преступностью и противодействию коррупции передано депутату Маматалиеву М.А. в письменной форме), Токторов А.С. (право голосования передано депутату Самаеву У.О. в письменной форме), Туманбаева Р.М. (право голосования передано депутату Алтынбекову А. в письменной форме), Чойбеков Р.Н. (право голосования передано депутату Айдарову С.А. в письменной форме), Юсуров А.Л. (право голосования передано депутату Икрамову Т.И. в письменной форме).",http://kenesh.kg/ru/article/show/5899/protokol-72-ot-27-06-2019-g,93,1 час,64,15 минут,68,,101,,,
70,протокол № 71 от 26.06.2019 г.,26.06.2019,7,"Артыкбаев О.М., Баймуратов К.Ш. (право голосования передано депутату Турускулову Ж.К. в письменной форме), Бекешев Д.Д., Келдибаев С.А., Масалиев И.А. (право голосования передано депутату Торобаеву Б.Э. в письменной форме), Пирматов И.А., Туманбаева Р.М.",http://kenesh.kg/ru/article/show/5898/protokol-71-ot-26-06-2019-g,82,15 минут,64,1 час,61,15 минут,70,98,,
71,протокол № 70 от 20.06.2019 г.,20.06.2019,8,"Артыкбаев О.М., Баймуратов К.Ш. (право голосования передано депутату Турускулову Ж.К. в письменной форме), Бекешев Д.Д., Жапаров А.У. (право голосования передано депутату Сулайманов А.Т. в письменной форме), Жээнбеков А.Ш. (право голосования передано депутату Зулпукарову Т.З. в письменной форме), Осмонова А.Ш. (право голосования передано депутату Жээнбекову А.Ш. в письменной форме), Сабиров М.Э., Самат Г.К. (право голосования передано депутату Маматову А. в письменной форме).",http://kenesh.kg/ru/article/show/5897/protokol-70-ot-20-06-2019-g,97,15 минут,78,1 час,96,15 минут,104,62,89,
72,протокол № 69 от 19.06.2019 г.,19.06.2019,6,"Артыкбаев О.М., Баймуратов К.Ш. (право голосования передано депутату Турускулову Ж.К. в письменной форме), Бекешев Д.Д., Жапаров А.У. (право голосования передано депутату Сулайманов А.Т. в письменной форме), Исаева Д.Ш. (право голосования передано депутату Абжалиеву А.Т. в письменной форме), Осмонова А.Ш. (право голосования передано депутату Жээнбекову А.Ш. в письменной форме).",http://kenesh.kg/ru/article/show/5896/protokol-69-ot-19-06-2019-g,83,15 минут,90,1 час,67,15 минут,105,66,,
73,протокол № 67 от 12.06.2019 г.,12.06.2019,7,"Артыкбаев О.М., Бакиров М.И. (право голосования передано депутату Торобаеву Б.Э. в письменной форме),  Бекешев Д.Д., Жээнбеков А.Ш. (право голосования передано депутату Зулпукарову Т.З. в письменной форме), Карашев А.А. (право голосования передано депутату Керезбекову К.К. в письменной форме), Никитенко Н.В. (право голосования передано депутату Шыкмаматову А.Н. в письменной форме), Сурабалдиева Э.Ж. (право голосования передано депутату Омуркулову И.Ш. в письменной форме).",http://kenesh.kg/ru/article/show/5894/protokol-67-ot-12-06-2019-g,98,15 минут,63,1 час,64,15 минут,80,100,,
